Year,Day of Week,Month,Day,Time (ET),Game Type,Home Team,Away Team,Arena,City,State,Attendance,Date
2025,Tuesday,May,27,7:00 PM,Regular season,New York Liberty,Golden State Valkyries,Barclays Center,Brooklyn,NY,14774,2025-05-27
2025,Tuesday,May,27,8:00 PM,Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,7808,2025-05-27
2025,Tuesday,May,27,10:00 PM,Regular season,Los Angeles Sparks,Atlanta Dream,Crypto.com Arena,Los Angeles,CA,10797,2025-05-27
2025,Tuesday,May,27,10:00 PM,Regular season,Phoenix Mercury,Chicago Sky,PHX Arena,Phoenix,AZ,8818,2025-05-27
2025,Wednesday,May,28,3:00 AM,Regular season,Washington Mystics,Indiana Fever,CFG Bank Arena,Baltimore,MD,11183,2025-05-28
2025,Thursday,May,29,7:00 PM,Regular season,New York Liberty,Golden State Valkyries,Barclays Center,Brooklyn,NY,14951,2025-05-29
2025,Thursday,May,29,8:00 PM,Regular season,Chicago Sky,Dallas Wings,Wintrust Arena,Chicago,IL,9025,2025-05-29
2025,Friday,May,30,3:00 AM,Regular season,Indiana Fever,Connecticut Sun,Gainbridge Fieldhouse,Indianapolis,IN,16213,2025-05-30
2025,Friday,May,30,3:00 AM,Regular season,Washington Mystics,New York Liberty,CareFirst Arena,Washington,DC,4200,2025-05-30
2025,Friday,May,30,10:00 PM,Regular season,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,Las Vegas,NV,10504,2025-05-30
2025,Friday,May,30,10:00 PM,Regular season,Phoenix Mercury,Minnesota Lynx,PHX Arena,Phoenix,AZ,9043,2025-05-30
2025,Friday,May,30,10:00 PM,Regular season,Seattle Storm,Atlanta Dream,Climate Pledge Arena,Seattle,WA,9666,2025-05-30
2025,Saturday,May,31,8:00 PM,Regular season,Dallas Wings,Chicago Sky,College Park Center,Arlington,TX,6251,2025-05-31
2025,Sunday,June,1,3:00 PM,Regular season,New York Liberty,Connecticut Sun,Barclays Center,Brooklyn,NY,17415,2025-06-01
2025,Sunday,June,1,6:00 PM,Regular season,Los Angeles Sparks,Phoenix Mercury,Crypto.com Arena,Los Angeles,CA,11033,2025-06-01
2025,Sunday,June,1,6:00 PM,Regular season,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,Seattle,WA,10201,2025-06-01
2025,Sunday,June,1,4:00 AM,Regular season,Golden State Valkyries,Minnesota Lynx,Chase Center,San Francisco,CA,18064,2025-06-01
2025,Tuesday,June,3,7:00 PM,Regular season,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,Indianapolis,IN,16013,2025-06-03
2025,Tuesday,June,3,8:00 PM,Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,8772,2025-06-03
2025,Tuesday,June,3,5:00 AM,Regular season,Seattle Storm,Dallas Wings,Climate Pledge Arena,Seattle,WA,10252,2025-06-03
2025,Thursday,June,5,3:00 AM,Regular season,Washington Mystics,New York Liberty,CareFirst Arena,Washington,DC,4200,2025-06-05
2025,Thursday,June,5,10:00 PM,Regular season,Phoenix Mercury,Golden State Valkyries,PHX Arena,Phoenix,AZ,9943,2025-06-05
2025,Friday,June,6,3:00 AM,Regular season,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,Uncasville,CT,8078,2025-06-06
2025,Friday,June,6,5:00 AM,Regular season,Dallas Wings,Los Angeles Sparks,College Park Center,Arlington,TX,6007,2025-06-06
2025,Saturday,June,7,3:00 PM,Regular season,Golden State Valkyries,Las Vegas Aces,Chase Center,San Francisco,CA,18064,2025-06-07
2025,Saturday,June,7,8:00 PM,Regular season,Chicago Sky,Indiana Fever,United Center,Chicago,IL,19496,2025-06-07
2025,Saturday,June,7,10:00 PM,Regular season,Phoenix Mercury,Seattle Storm,PHX Arena,Phoenix,AZ,9876,2025-06-07
2025,Sunday,June,8,3:00 PM,Regular season,Washington Mystics,Connecticut Sun,CareFirst Arena,Washington,DC,4200,2025-06-08
2025,Sunday,June,8,4:00 PM,Regular season,Dallas Wings,Minnesota Lynx,College Park Center,Arlington,TX,6162,2025-06-08
2025,Monday,June,9,10:00 PM,Regular season,Los Angeles Sparks,Golden State Valkyries,Crypto.com Arena,Los Angeles,CA,10921,2025-06-09
2025,Tuesday,June,10,3:00 AM,Regular season,Atlanta Dream,Indiana Fever,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-06-10
2025,Tuesday,June,10,8:00 PM,Regular season,New York Liberty,Chicago Sky,Barclays Center,Brooklyn,NY,16081,2025-06-10
2025,Wednesday,June,11,10:00 PM,Regular season,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,Las Vegas,NV,10417,2025-06-11
2025,Wednesday,June,11,10:00 PM,Regular season,Phoenix Mercury,Dallas Wings,PHX Arena,Phoenix,AZ,13001,2025-06-11
2025,Wednesday,June,11,10:00 PM,Regular season,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,Seattle,WA,9722,2025-06-11
2025,Friday,June,13,3:00 AM,Regular season,Atlanta Dream,Chicago Sky,Gateway Center Arena @ College Park,Atlanta,GA,3296,2025-06-13
2025,Friday,June,13,10:00 PM,Regular season,Las Vegas Aces,Dallas Wings,Michelob ULTRA Arena,Las Vegas,NV,10428,2025-06-13
2025,Saturday,June,14,1:00 PM,Regular season,Minnesota Lynx,Los Angeles Sparks,Target Center,Minneapolis,MN,10810,2025-06-14
2025,Saturday,June,14,3:00 PM,Regular season,Indiana Fever,New York Liberty,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-06-14
2025,Saturday,June,14,4:00 AM,Regular season,Golden State Valkyries,Seattle Storm,Chase Center,San Francisco,CA,18064,2025-06-14
2025,Sunday,June,15,12:00 PM,Regular season,Connecticut Sun,Chicago Sky,Mohegan Sun Arena,Uncasville,CT,8451,2025-06-15
2025,Sunday,June,15,2:00 PM,Regular season,Washington Mystics,Atlanta Dream,CareFirst Arena,Washington,DC,4200,2025-06-15
2025,Sunday,June,15,6:00 PM,Regular season,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,Las Vegas,NV,10497,2025-06-15
2025,Tuesday,June,17,7:00 PM,Regular season,Indiana Fever,Connecticut Sun,Gainbridge Fieldhouse,Indianapolis,IN,16284,2025-06-17
2025,Tuesday,June,17,7:00 PM,Regular season,New York Liberty,Atlanta Dream,Barclays Center,Brooklyn,NY,15149,2025-06-17
2025,Tuesday,June,17,8:00 PM,Regular season,Chicago Sky,Washington Mystics,Wintrust Arena,Chicago,IL,7579,2025-06-17
2025,Tuesday,June,17,8:00 PM,Regular season,Dallas Wings,Golden State Valkyries,College Park Center,Arlington,TX,6061,2025-06-17
2025,Tuesday,June,17,8:00 PM,Regular season,Minnesota Lynx,Las Vegas Aces,Target Center,Minneapolis,MN,8802,2025-06-17
2025,Tuesday,June,17,10:00 PM,Regular season,Los Angeles Sparks,Seattle Storm,Crypto.com Arena,Los Angeles,CA,10581,2025-06-17
2025,Wednesday,June,18,7:00 PM,Regular season,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,Uncasville,CT,7864,2025-06-18
2025,Thursday,June,19,7:00 PM,Regular season,New York Liberty,Phoenix Mercury,Barclays Center,Brooklyn,NY,16383,2025-06-19
2025,Thursday,June,19,10:00 PM,Regular season,Golden State Valkyries,Indiana Fever,Chase Center,San Francisco,CA,18064,2025-06-19
2025,Friday,June,20,3:00 AM,Regular season,Atlanta Dream,Washington Mystics,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-06-20
2025,Friday,June,20,3:00 AM,Regular season,Connecticut Sun,Dallas Wings,Mohegan Sun Arena,Uncasville,CT,8910,2025-06-20
2025,Friday,June,20,10:00 PM,Regular season,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,10428,2025-06-20
2025,Saturday,June,21,1:00 PM,Regular season,Chicago Sky,Phoenix Mercury,Wintrust Arena,Chicago,IL,7291,2025-06-21
2025,Saturday,June,21,8:00 PM,Regular season,Minnesota Lynx,Los Angeles Sparks,Target Center,Minneapolis,MN,8777,2025-06-21
2025,Sunday,June,22,3:00 PM,Regular season,Atlanta Dream,Chicago Sky,Gateway Center Arena @ College Park,Atlanta,GA,3283,2025-06-22
2025,Sunday,June,22,3:00 PM,Regular season,Washington Mystics,Dallas Wings,CareFirst Arena,Washington,DC,4200,2025-06-22
2025,Sunday,June,22,3:00 PM,Regular season,Las Vegas Aces,Indiana Fever,T-Mobile Arena,Las Vegas,NV,18547,2025-06-22
2025,Sunday,June,22,7:00 PM,Regular season,Seattle Storm,New York Liberty,Climate Pledge Arena,Seattle,WA,12500,2025-06-22
2025,Sunday,June,22,4:00 AM,Regular season,Golden State Valkyries,Connecticut Sun,Chase Center,San Francisco,CA,18064,2025-06-22
2025,Tuesday,June,24,8:00 PM,Regular season,Washington Mystics,Minnesota Lynx,CareFirst Arena,Washington,DC,4200,2025-06-24
2025,Tuesday,June,24,8:00 PM,Regular season,Chicago Sky,Los Angeles Sparks,Wintrust Arena,Chicago,IL,8004,2025-06-24
2025,Tuesday,June,24,8:00 PM,Regular season,Dallas Wings,Atlanta Dream,College Park Center,Arlington,TX,6251,2025-06-24
2025,Tuesday,June,24,10:00 PM,Regular season,Seattle Storm,Indiana Fever,Climate Pledge Arena,Seattle,WA,18343,2025-06-24
2025,Wednesday,June,25,10:00 PM,Regular season,Golden State Valkyries,New York Liberty,Chase Center,San Francisco,CA,18064,2025-06-25
2025,Wednesday,June,25,10:00 PM,Regular season,Las Vegas Aces,Connecticut Sun,Michelob ULTRA Arena,Las Vegas,NV,10432,2025-06-25
2025,Thursday,June,26,7:00 PM,Regular season,Indiana Fever,Los Angeles Sparks,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-06-26
2025,Thursday,June,26,10:00 PM,Regular season,Las Vegas Aces,Washington Mystics,Michelob ULTRA Arena,Las Vegas,NV,10427,2025-06-26
2025,Friday,June,27,3:00 AM,Regular season,Atlanta Dream,Minnesota Lynx,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-06-27
2025,Friday,June,27,3:00 AM,Regular season,Dallas Wings,Indiana Fever,American Airlines Center,Dallas,TX,20409,2025-06-27
2025,Friday,June,27,10:00 PM,Regular season,Golden State Valkyries,Chicago Sky,Chase Center,San Francisco,CA,18064,2025-06-27
2025,Friday,June,27,10:00 PM,Regular season,Phoenix Mercury,New York Liberty,PHX Arena,Phoenix,AZ,12009,2025-06-27
2025,Friday,June,27,10:00 PM,Regular season,Seattle Storm,Connecticut Sun,Climate Pledge Arena,Seattle,WA,10776,2025-06-27
2025,Saturday,June,28,8:00 PM,Regular season,Dallas Wings,Washington Mystics,College Park Center,Arlington,TX,6006,2025-06-28
2025,Sunday,June,29,3:00 PM,Regular season,Atlanta Dream,New York Liberty,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-06-29
2025,Sunday,June,29,4:00 PM,Regular season,Los Angeles Sparks,Chicago Sky,Crypto.com Arena,Los Angeles,CA,13523,2025-06-29
2025,Sunday,June,29,6:00 PM,Regular season,Phoenix Mercury,Las Vegas Aces,PHX Arena,Phoenix,AZ,13247,2025-06-29
2025,Sunday,June,29,7:00 PM,Regular season,Minnesota Lynx,Connecticut Sun,Target Center,Minneapolis,MN,8821,2025-06-29
2025,Sunday,June,29,4:00 AM,Regular season,Golden State Valkyries,Seattle Storm,Chase Center,San Francisco,CA,18064,2025-06-29
2025,Thursday,July,3,7:00 PM,Regular season,Indiana Fever,Las Vegas Aces,Gainbridge Fieldhouse,Indianapolis,IN,16509,2025-07-03
2025,Thursday,July,3,7:00 PM,Regular season,New York Liberty,Los Angeles Sparks,Barclays Center,Brooklyn,NY,15956,2025-07-03
2025,Thursday,July,3,3:00 AM,Regular season,Atlanta Dream,Seattle Storm,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-07-03
2025,Thursday,July,3,8:00 PM,Regular season,Dallas Wings,Phoenix Mercury,College Park Center,Arlington,TX,6162,2025-07-03
2025,Thursday,July,3,8:00 PM,Regular season,Minnesota Lynx,Washington Mystics,Target Center,Minneapolis,MN,8824,2025-07-03
2025,Saturday,July,5,7:00 PM,Regular season,Indiana Fever,Los Angeles Sparks,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-07-05
2025,Saturday,July,5,8:00 PM,Regular season,Minnesota Lynx,Golden State Valkyries,Target Center,Minneapolis,MN,8771,2025-07-05
2025,Sunday,July,6,4:00 PM,Regular season,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,Uncasville,CT,8476,2025-07-06
2025,Sunday,July,6,1:00 PM,Regular season,New York Liberty,Seattle Storm,Barclays Center,Brooklyn,NY,15515,2025-07-06
2025,Sunday,July,6,7:00 PM,Regular season,Minnesota Lynx,Chicago Sky,Target Center,Minneapolis,MN,8810,2025-07-06
2025,Monday,July,7,3:00 AM,Regular season,Atlanta Dream,Golden State Valkyries,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-07-07
2025,Monday,July,7,10:00 PM,Regular season,Phoenix Mercury,Dallas Wings,PHX Arena,Phoenix,AZ,11932,2025-07-07
2025,Tuesday,July,8,7:00 AM,Regular season,Washington Mystics,Chicago Sky,EagleBank Arena,Fairfax,VA,9350,2025-07-08
2025,Tuesday,July,8,8:00 PM,Regular season,New York Liberty,Las Vegas Aces,Barclays Center,Brooklyn,NY,15041,2025-07-08
2025,Wednesday,July,9,11:00 AM,Regular season,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,Uncasville,CT,7984,2025-07-09
2025,Wednesday,July,9,12:00 PM,Regular season,Indiana Fever,Golden State Valkyries,Gainbridge Fieldhouse,Indianapolis,IN,16798,2025-07-09
2025,Wednesday,July,9,11:00 AM,Regular season,Phoenix Mercury,Minnesota Lynx,PHX Arena,Phoenix,AZ,10083,2025-07-09
2025,Wednesday,July,9,8:00 PM,Regular season,Chicago Sky,Dallas Wings,Wintrust Arena,Chicago,IL,9025,2025-07-09
2025,Thursday,July,10,3:00 PM,Regular season,Los Angeles Sparks,Minnesota Lynx,Crypto.com Arena,Los Angeles,CA,18199,2025-07-10
2025,Thursday,July,10,3:00 AM,Regular season,Washington Mystics,Las Vegas Aces,EagleBank Arena,Fairfax,VA,9350,2025-07-10
2025,Friday,July,11,3:00 AM,Regular season,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,Indianapolis,IN,16966,2025-07-11
2025,Friday,July,11,10:00 PM,Regular season,Seattle Storm,Connecticut Sun,Climate Pledge Arena,Seattle,WA,9569,2025-07-11
2025,Saturday,July,12,1:00 PM,Regular season,Chicago Sky,Minnesota Lynx,Wintrust Arena,Chicago,IL,9025,2025-07-12
2025,Saturday,July,12,4:00 PM,Regular season,Las Vegas Aces,Golden State Valkyries,Michelob ULTRA Arena,Las Vegas,NV,10488,2025-07-12
2025,Sunday,July,13,1:00 PM,Regular season,Indiana Fever,Dallas Wings,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-07-13
2025,Sunday,July,13,3:00 PM,Regular season,New York Liberty,Atlanta Dream,Barclays Center,Brooklyn,NY,17265,2025-07-13
2025,Sunday,July,13,6:00 PM,Regular season,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,Los Angeles,CA,12184,2025-07-13
2025,Sunday,July,13,6:00 PM,Regular season,Seattle Storm,Washington Mystics,Climate Pledge Arena,Seattle,WA,11126,2025-07-13
2025,Monday,July,14,8:00 PM,Regular season,Chicago Sky,Minnesota Lynx,Wintrust Arena,Chicago,IL,8105,2025-07-14
2025,Monday,July,14,10:00 PM,Regular season,Golden State Valkyries,Phoenix Mercury,Chase Center,San Francisco,CA,18064,2025-07-14
2025,Tuesday,July,15,8:00 PM,Regular season,Connecticut Sun,Indiana Fever,TD Garden,Boston,MA,19156,2025-07-15
2025,Tuesday,July,15,10:00 PM,Regular season,Los Angeles Sparks,Washington Mystics,Crypto.com Arena,Los Angeles,CA,10787,2025-07-15
2025,Wednesday,July,16,12:00 PM,Regular season,Chicago Sky,Atlanta Dream,Wintrust Arena,Chicago,IL,9025,2025-07-16
2025,Wednesday,July,16,1:00 PM,Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,16421,2025-07-16
2025,Wednesday,July,16,3:00 PM,Regular season,Seattle Storm,Golden State Valkyries,Climate Pledge Arena,Seattle,WA,12500,2025-07-16
2025,Wednesday,July,16,3:00 AM,Regular season,New York Liberty,Indiana Fever,Barclays Center,Brooklyn,NY,17371,2025-07-16
2025,Wednesday,July,16,8:00 PM,Regular season,Dallas Wings,Las Vegas Aces,College Park Center,Arlington,TX,6153,2025-07-16
2025,Tuesday,July,22,3:00 AM,Regular season,Washington Mystics,Los Angeles Sparks,CareFirst Arena,Washington,DC,4200,2025-07-22
2025,Tuesday,July,22,8:00 PM,Regular season,New York Liberty,Indiana Fever,Barclays Center,Brooklyn,NY,17365,2025-07-22
2025,Tuesday,July,22,8:00 PM,Regular season,Minnesota Lynx,Chicago Sky,Target Center,Minneapolis,MN,8821,2025-07-22
2025,Tuesday,July,22,10:00 PM,Regular season,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,Las Vegas,NV,10414,2025-07-22
2025,Tuesday,July,22,10:00 PM,Regular season,Seattle Storm,Dallas Wings,Climate Pledge Arena,Seattle,WA,12500,2025-07-22
2025,Wednesday,July,23,10:00 PM,Regular season,Phoenix Mercury,Atlanta Dream,PHX Arena,Phoenix,AZ,11850,2025-07-23
2025,Thursday,July,24,7:00 PM,Regular season,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,Uncasville,CT,7375,2025-07-24
2025,Thursday,July,24,7:00 PM,Regular season,Indiana Fever,Las Vegas Aces,Gainbridge Fieldhouse,Indianapolis,IN,16166,2025-07-24
2025,Thursday,July,24,4:00 AM,Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,7750,2025-07-24
2025,Friday,July,25,3:00 AM,Regular season,New York Liberty,Phoenix Mercury,Barclays Center,Brooklyn,NY,17515,2025-07-25
2025,Friday,July,25,3:00 AM,Regular season,Minnesota Lynx,Las Vegas Aces,Target Center,Minneapolis,MN,8810,2025-07-25
2025,Friday,July,25,10:00 PM,Regular season,Golden State Valkyries,Dallas Wings,Chase Center,San Francisco,CA,18064,2025-07-25
2025,Sunday,July,27,3:00 PM,Regular season,Chicago Sky,Indiana Fever,United Center,Chicago,IL,19601,2025-07-27
2025,Saturday,July,26,7:00 PM,Regular season,New York Liberty,Los Angeles Sparks,Barclays Center,Brooklyn,NY,16024,2025-07-26
2025,Saturday,July,26,3:00 AM,Regular season,Washington Mystics,Seattle Storm,CareFirst Arena,Washington,DC,4200,2025-07-26
2025,Sunday,July,27,1:00 PM,Regular season,Connecticut Sun,Golden State Valkyries,Mohegan Sun Arena,Uncasville,CT,8294,2025-07-27
2025,Sunday,July,27,4:00 PM,Regular season,Dallas Wings,Las Vegas Aces,College Park Center,Arlington,TX,6251,2025-07-27
2025,Sunday,July,27,6:00 PM,Regular season,Washington Mystics,Phoenix Mercury,CareFirst Arena,Washington,DC,4200,2025-07-27
2025,Sunday,July,27,7:00 PM,Regular season,Minnesota Lynx,Atlanta Dream,Target Center,Minneapolis,MN,8788,2025-07-27
2025,Monday,July,28,7:00 PM,Regular season,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,Uncasville,CT,7136,2025-07-28
2025,Monday,July,28,8:00 PM,Regular season,Dallas Wings,New York Liberty,College Park Center,Arlington,TX,6018,2025-07-28
2025,Tuesday,July,29,3:00 AM,Regular season,Atlanta Dream,Golden State Valkyries,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-07-29
2025,Tuesday,July,29,3:00 AM,Regular season,Washington Mystics,Chicago Sky,CareFirst Arena,Washington,DC,4200,2025-07-29
2025,Tuesday,July,29,10:00 PM,Regular season,Los Angeles Sparks,Las Vegas Aces,Crypto.com Arena,Los Angeles,CA,12449,2025-07-29
2025,Wednesday,July,30,7:00 PM,Regular season,Indiana Fever,Phoenix Mercury,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-07-30
2025,Wednesday,July,30,8:00 PM,Regular season,Dallas Wings,Atlanta Dream,College Park Center,Arlington,TX,5228,2025-07-30
2025,Wednesday,July,30,8:00 PM,Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,10824,2025-07-30
2025,Thursday,July,31,3:00 AM,Regular season,Washington Mystics,Golden State Valkyries,CareFirst Arena,Washington,DC,4200,2025-07-31
2025,Friday,August,1,3:00 AM,Regular season,Atlanta Dream,Phoenix Mercury,Gateway Center Arena @ College Park,Atlanta,GA,3283,2025-08-01
2025,Friday,August,1,3:00 AM,Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8664,2025-08-01
2025,Friday,August,1,3:00 AM,Regular season,Chicago Sky,Golden State Valkyries,Wintrust Arena,Chicago,IL,7714,2025-08-01
2025,Friday,August,1,3:00 AM,Regular season,Dallas Wings,Indiana Fever,American Airlines Center,Dallas,TX,17857,2025-08-01
2025,Friday,August,1,10:00 PM,Regular season,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,Seattle,WA,11354,2025-08-01
2025,Saturday,August,2,3:00 PM,Regular season,Las Vegas Aces,Minnesota Lynx,Michelob ULTRA Arena,Las Vegas,NV,10488,2025-08-02
2025,Sunday,August,3,3:00 PM,Regular season,Atlanta Dream,Washington Mystics,Gateway Center Arena @ College Park,Atlanta,GA,3315,2025-08-03
2025,Sunday,August,3,1:00 PM,Regular season,Connecticut Sun,New York Liberty,Mohegan Sun Arena,Uncasville,CT,8747,2025-08-03
2025,Sunday,August,3,6:00 PM,Regular season,Chicago Sky,Phoenix Mercury,Wintrust Arena,Chicago,IL,7081,2025-08-03
2025,Sunday,August,3,6:00 PM,Regular season,Las Vegas Aces,Golden State Valkyries,Michelob ULTRA Arena,Las Vegas,NV,10445,2025-08-03
2025,Sunday,August,3,3:00 PM,Regular season,Seattle Storm,Indiana Fever,Climate Pledge Arena,Seattle,WA,16819,2025-08-03
2025,Tuesday,August,5,7:00 PM,Regular season,New York Liberty,Dallas Wings,Barclays Center,Brooklyn,NY,17306,2025-08-05
2025,Tuesday,August,5,8:00 PM,Regular season,Chicago Sky,Washington Mystics,Wintrust Arena,Chicago,IL,6572,2025-08-05
2025,Tuesday,August,5,10:00 PM,Regular season,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,Los Angeles,CA,16035,2025-08-05
2025,Tuesday,August,5,10:00 PM,Regular season,Phoenix Mercury,Connecticut Sun,PHX Arena,Phoenix,AZ,8083,2025-08-05
2025,Tuesday,August,5,10:00 PM,Regular season,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,Seattle,WA,10468,2025-08-05
2025,Wednesday,August,6,10:00 PM,Regular season,Golden State Valkyries,Las Vegas Aces,Chase Center,San Francisco,CA,18064,2025-08-06
2025,Thursday,August,7,8:00 PM,Regular season,Chicago Sky,Atlanta Dream,Wintrust Arena,Chicago,IL,7221,2025-08-07
2025,Thursday,August,7,10:00 PM,Regular season,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,Los Angeles,CA,10780,2025-08-07
2025,Thursday,August,7,10:00 PM,Regular season,Phoenix Mercury,Indiana Fever,PHX Arena,Phoenix,AZ,17071,2025-08-07
2025,Friday,August,8,3:00 AM,Regular season,Dallas Wings,New York Liberty,College Park Center,Arlington,TX,6251,2025-08-08
2025,Friday,August,8,3:00 AM,Regular season,Minnesota Lynx,Washington Mystics,Target Center,Minneapolis,MN,8821,2025-08-08
2025,Friday,August,8,10:00 PM,Regular season,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,10415,2025-08-08
2025,Saturday,August,9,4:00 AM,Regular season,Golden State Valkyries,Los Angeles Sparks,Chase Center,San Francisco,CA,18064,2025-08-09
2025,Saturday,August,9,8:00 PM,Regular season,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,Indianapolis,IN,17274,2025-08-09
2025,Sunday,August,10,8:00 AM,Regular season,New York Liberty,Minnesota Lynx,Barclays Center,Brooklyn,NY,17343,2025-08-10
2025,Sunday,August,10,4:00 PM,Regular season,Dallas Wings,Washington Mystics,College Park Center,Arlington,TX,6152,2025-08-10
2025,Sunday,August,10,8:00 PM,Regular season,Los Angeles Sparks,Seattle Storm,Crypto.com Arena,Los Angeles,CA,11796,2025-08-10
2025,Sunday,August,10,6:00 PM,Regular season,Phoenix Mercury,Atlanta Dream,PHX Arena,Phoenix,AZ,13953,2025-08-10
2025,Sunday,August,10,9:00 PM,Regular season,Las Vegas Aces,Connecticut Sun,Michelob ULTRA Arena,Las Vegas,NV,10407,2025-08-10
2025,Monday,August,11,10:00 PM,Regular season,Golden State Valkyries,Connecticut Sun,Chase Center,San Francisco,CA,18064,2025-08-11
2025,Tuesday,August,12,3:00 AM,Regular season,Indiana Fever,Dallas Wings,Gainbridge Fieldhouse,Indianapolis,IN,16027,2025-08-12
2025,Tuesday,August,12,10:00 PM,Regular season,Los Angeles Sparks,New York Liberty,Crypto.com Arena,Los Angeles,CA,11862,2025-08-12
2025,Wednesday,August,13,7:00 PM,Regular season,Connecticut Sun,Chicago Sky,Mohegan Sun Arena,Uncasville,CT,6848,2025-08-13
2025,Wednesday,August,13,3:00 AM,Regular season,Washington Mystics,Golden State Valkyries,CareFirst Arena,Washington,DC,4200,2025-08-13
2025,Wednesday,August,13,5:00 AM,Regular season,Las Vegas Aces,New York Liberty,Michelob ULTRA Arena,Las Vegas,NV,10417,2025-08-13
2025,Wednesday,August,13,10:00 PM,Regular season,Seattle Storm,Atlanta Dream,Climate Pledge Arena,Seattle,WA,10687,2025-08-13
2025,Friday,August,15,3:00 AM,Regular season,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,Indianapolis,IN,16006,2025-08-15
2025,Friday,August,15,3:00 AM,Regular season,Chicago Sky,Golden State Valkyries,Wintrust Arena,Chicago,IL,7804,2025-08-15
2025,Friday,August,15,3:00 AM,Regular season,Dallas Wings,Los Angeles Sparks,College Park Center,Arlington,TX,6116,2025-08-15
2025,Friday,August,15,10:00 PM,Regular season,Atlanta Dream,Seattle Storm,Rogers Arena,Vancouver,BC,15892,2025-08-15
2025,Friday,August,15,10:00 PM,Regular season,Phoenix Mercury,Las Vegas Aces,PHX Arena,Phoenix,AZ,10850,2025-08-15
2025,Saturday,August,16,2:00 PM,Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,10810,2025-08-16
2025,Sunday,August,17,3:00 PM,Regular season,Washington Mystics,Los Angeles Sparks,CareFirst Arena,Washington,DC,4200,2025-08-17
2025,Sunday,August,17,1:00 PM,Regular season,Connecticut Sun,Indiana Fever,Mohegan Sun Arena,Uncasville,CT,8910,2025-08-17
2025,Sunday,August,17,11:00 AM,Regular season,Las Vegas Aces,Dallas Wings,Michelob ULTRA Arena,Las Vegas,NV,10418,2025-08-17
2025,Sunday,August,17,6:00 PM,Regular season,Seattle Storm,Phoenix Mercury,Climate Pledge Arena,Seattle,WA,14169,2025-08-17
2025,Sunday,August,17,4:00 AM,Regular season,Golden State Valkyries,Atlanta Dream,Chase Center,San Francisco,CA,18064,2025-08-17
2025,Tuesday,August,19,7:00 PM,Regular season,New York Liberty,Minnesota Lynx,Barclays Center,Brooklyn,NY,16864,2025-08-19
2025,Tuesday,August,19,3:00 AM,Regular season,Washington Mystics,Connecticut Sun,CareFirst Arena,Washington,DC,4200,2025-08-19
2025,Tuesday,August,19,8:00 PM,Regular season,Chicago Sky,Seattle Storm,Wintrust Arena,Chicago,IL,6724,2025-08-19
2025,Tuesday,August,19,10:00 PM,Regular season,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,Las Vegas,NV,10420,2025-08-19
